ID,NAME,PHONE,STREET,CITY,STATE,ZIP,FACILITY,result_num,status,formatted_,place_id,location_t,Latitude,Longitude
111,Seasons Center for Behavioral Health Dickinson County Office,(800) 242-5101,1401 Hill Avenue,Spirit Lake,Iowa,51360,MH OP CMHC CBT CFT DBT GT IPT TT PVTN CLF CMHG MC MD MI OSF PI SF SI SMHA VAF SS COOT SPS SMON ADLT CHLD SNR YAD,0,OK,"1401 Hill Ave, Spirit Lake, IA 51360, USA",ChIJR4vYiF-0jIcRa9dNzdHs-U4,ROOFTOP,43.42623469999999,-95.101787
112,Buena Vista Regional Medical Center,(712) 213-8657,1525 West 5th Street,Storm Lake,Iowa,50588,MH HI PSY AT BMT CBT IPT PTM LMG MC MD PI SF SI SE ALZ CM DEC IPC NRT NSC STU TCC SMON SNR SP,0,OK,"1525 W 5th St, Storm Lake, IA 50588, USA",ChIJF2PPn3VPjYcRy-MA68Ys6DU,ROOFTOP,42.6445048,-95.220777
113,Plains Area Mental Health Center,(712) 213-8402,728 Erie Street,Storm Lake,Iowa,50588,MH SUMH OP TELE CMHC AT BMT CBT CFT DBT GT IDD IPT PTM TT CIT WI PVTN CLF CMHG CSBG MC MD MI OSF PI SF SI CM COOT ES FPSY IPC STU SMPD ADLT CHLD SNR YAD AH,0,OK,"728 Erie St, Storm Lake, IA 50588, USA",ChIJ7TghexZPjYcRtFVw-9VHJMA,ROOFTOP,42.6464449,-95.1999615
114,Abbe Ctr for Comm Mental Health Benton County,(319) 472-5226,309 1st Avenue,Vinton,Iowa,52349,MH SUMH OP CMHC CBT CFT IPT PTM TT PVTN CLF CMHG CSBG MC MD MI PI SCJJ SF PEER STU SMPD ADLT CHLD SNR YAD,0,OK,"309 1st Ave, Vinton, IA 52349, USA",ChIJK8te2RwX5YcRUZ4aydKLciI,ROOFTOP,42.1682292,-92.0245831
115,Hillcrest Family Services Hillcrest Mental Health Center,(319) 527-4455,218 North 2nd Street,Wapello,Iowa,52653,MH SUMH OP TELE CMHC BMT CBT CFT DBT GT IPT PTM TT CIT PVTN CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF COOT ES FPSY SPS STU TCC SMON ADLT CHLD SNR YAD AH,0,OK,"218 N 2nd St, Wapello, IA 52653, USA",ChIJiyv1Q25T4YcRhUIGs6Gpxu0,ROOFTOP,41.1808963,-91.1848795
116,Hillcrest Family Services Washington County MH Center,(319) 653-6161,2175 Lexington Boulevard Building 2,Washington,Iowa,52353,MH SUMH OP TELE CMHC CBT CFT DBT GT IPT PTM TT CIT WI PVTN CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS COOT SPS STU SMON ADLT CHLD SNR YAD SP,0,OK,"2175 Lexington Blvd Building 2, Washington, IA 52353, USA",EjkyMTc1IExleGluZ3RvbiBCbHZkIEJ1aWxkaW5nIDIsIFdhc2hpbmd0b24sIElBIDUyMzUzLCBVU0EiJhokChYKFAoSCWvs-loPKeSHETZA5mnXtWZLEgpCdWlsZGluZyAy,ROOFTOP,41.3098692,-91.7225069
117,Black Hawk Grundy MH Center Inc Outpatient,(319) 234-2893,3251 West 9th Street,Waterloo,Iowa,50702,MH SUMH OP TELE CMHC BMT CBT CFT GT IPT PTM TT WI PVTN CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF PA SS SED SMI CDM CM COOT ES FPSY ICM IMR IPC PRS SPS PEER NRT NSC STU SMPD ADLT CHLD SNR YAD AH,0,OK,"3251 W 9th St, Waterloo, IA 50702, USA",ChIJI2ydm8tT5YcR1WtiS_vq1k0,ROOFTOP,42.4640898,-92.34469999999999
118,MercyOne Waterloo Medical Center Behavioral Health,(319) 272-8000,3421 West 9th Street,Waterloo,Iowa,50702,MH SUMH HI PSY AT CBT DBT GT IDD IPT PTM TT WI PVTN CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF TAY GL VET ADM MF CJ CO HV TRMA TBI PTSD SED SMI CDM CM DEC ES IMR IPC SPS NRT STU TCC SMON ADLT CHLD SNR YAD AH,0,OK,"3421 W 9th St, Waterloo, IA 50702, USA",ChIJ7WFCL8xT5YcRcY1_RHd13mc,GEOMETRIC_CENTER,42.4614133,-92.3462029
119,Northeast Iowa Mental Health Center Allamakee Office,(563) 382-3649,17 Allamakee Street,Waukon,Iowa,52172,MH SUMH OP CMHC CBT CFT DBT IDD IPT TT PVTN CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SWFS SS COOT STU SMON ADLT CHLD SNR YAD AH,0,OK,"17 Allamakee St NW, Waukon, IA 52172, USA",ChIJJR62BBuZ-4cRtROZ0rmP-hc,ROOFTOP,43.26984239999999,-91.4752709
120,Lutheran Services in Iowa Inc Bremwood Campus,(319) 352-2630,106 16th Street SW,Waverly,Iowa,50677,MH SUMH OP RES RTCC AT BMT CBT CFT GT IPT PTM TT PVTN CLF MD OSF PI SCJJ SF SI SMHA SWFS CJ TRMA PTSD SED CM ES FPSY IPC SMON CHLD AH,0,OK,"106 16th St SW, Waverly, IA 50677, USA",ChIJEe_tza0J8IcRefYfSEA1ifM,ROOFTOP,42.723904,-92.49231999999999
121,Integrative Counseling Solutions Inc,(515) 267-1340,1200 Valley West Drive Suite 508,West Des Moines,Iowa,50266,MH OP TELE OMH BMT CBT CFT DBT IPT PTM TT PVTP CLF CMHG CSBG MD MI PI SEF SF SPS SMON ADLT CHLD SNR YAD,0,OK,"1200 Valley W Dr #508, West Des Moines, IA 50266, USA",EjUxMjAwIFZhbGxleSBXIERyICM1MDgsIFdlc3QgRGVzIE1vaW5lcywgSUEgNTAyNjYsIFVTQSIfGh0KFgoUChIJgcbVTIUg7IcRSha69fpaAl4SAzUwOA,ROOFTOP,41.5899192,-93.7527933
122,Crossroads Behavioral Health Services,(515) 462-3105,102 West Summitt Street,Winterset,Iowa,50273,MH SUMH OP TELE CMHC BMT CBT CFT DBT GT IDD IPT PTM TT CIT PVTN CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS PA SS TAY CO TRMA PTSD SED SMI CM COOT FPSY PRS SPS STU TCC SMON ADLT CHLD SNR YAD SP,0,OK,"102 W Summit St, Winterset, IA 50273, USA",ChIJjQ4c60wM7IcR9mwLeGxB10g,ROOFTOP,41.3299273,-94.0147569
